,from_node,to_node,edge_id,length_m,travel_time_sec,weight,graph_type
1170,126604783,12965080070,126604783|12965080070|0,83.68845708397629,6.124180771060866,83.68845708397629,length
1171,126604783,10294163362,126604783|10294163362|0,230.65646892602973,17.90482551363785,230.65646892602973,length
1172,126604785,3694392911,126604785|3694392911|0,83.47788589211171,6.108771524802898,83.47788589211171,length
1173,126604785,126608577,126604785|126608577|0,78.19396004236572,5.722102703172515,78.19396004236572,length
1174,126604785,343646762,126604785|343646762|0,157.332322119587,11.513315161543524,157.332322119587,length
1175,126604789,137981937,126604789|137981937|0,102.9075433174018,7.814938423006993,102.9075433174018,length
1176,126604789,428217475,126604789|428217475|0,20.879079306162247,1.5855856028305892,20.879079306162247,length
1177,126604789,9545661709,126604789|9545661709|0,198.21111795112856,14.271200492481256,198.21111795112856,length
1178,126604789,1216789877,126604789|1216789877|0,171.44388783746734,13.019681388353177,171.44388783746734,length
1179,126608577,1202110494,126608577|1202110494|0,86.8976712472204,6.3590256750484535,86.8976712472204,length
1180,126608577,126604785,126608577|126604785|0,78.19396004236572,5.722102703172515,78.19396004236572,length
1181,126608577,343646762,126608577|343646762|0,206.8260015391941,28.752058104723876,206.8260015391941,length
1182,126617351,126617352,126617351|126617352|0,149.96910659004726,10.974487412407997,149.96910659004726,length
1183,126617351,2363578530,126617351|2363578530|0,30.28381611072198,2.2161188144922463,30.28381611072198,length
1184,126617352,126617354,126617352|126617354|0,151.57978081339206,11.092353847645938,151.57978081339206,length
1185,126617354,513920996,126617354|513920996|0,54.28994915303824,3.9728473226753835,54.28994915303824,length
1186,126617354,513920936,126617354|513920936|0,156.30869604500253,11.438407924139968,156.30869604500253,length
1187,126617354,402007436,126617354|402007436|0,58.312399016067594,4.2672034496977975,58.312399016067594,length
1188,126617427,474682657,126617427|474682657|0,60.69314890738177,4.44142272931077,60.69314890738177,length
1189,126617427,474546948,126617427|474546948|0,110.91367786664301,8.609730559583584,110.91367786664301,length
1190,126617428,126617430,126617428|126617430|0,147.80302302577783,10.641817657856004,147.80302302577783,length
1191,126617428,122452427,126617428|122452427|0,111.69730540617854,8.17382126260763,111.69730540617854,length
1192,126617428,137993249,126617428|137993249|0,116.40516543091695,8.51833455441582,116.40516543091695,length
1193,126617430,126617428,126617430|126617428|0,147.80302302577783,10.641817657856004,147.80302302577783,length
1194,126617430,9119071651,126617430|9119071651|0,36.957513230638114,2.7044887641576247,36.957513230638114,length
1195,126617430,3897692246,126617430|3897692246|0,76.2116313700685,5.57703921939215,76.2116313700685,length
1196,126617431,122452424,126617431|122452424|0,137.11058446408043,10.033522353521944,137.11058446408043,length
1197,126617431,126617433,126617431|126617433|0,197.41874716365956,14.446772438562517,197.41874716365956,length
1198,126617433,2363578528,126617433|2363578528|0,29.996549832793416,2.195097150612137,29.996549832793416,length
1199,126617433,129552048,126617433|129552048|0,175.4884008868594,13.622376221124751,175.4884008868594,length
1200,126634476,299611700,126634476|299611700|0,6.2938121048695574,0.46057060211583595,6.2938121048695574,length
1201,126638962,4751729025,126638962|4751729025|0,35.45035124639871,2.488011959671985,35.45035124639871,length
1202,126638962,4751728983,126638962|4751728983|0,71.11379366110137,4.9909792965574615,71.11379366110137,length
1203,126646458,12139419750,126646458|12139419750|0,35.92197551115245,2.7279635447768977,35.92197551115245,length
1204,126646458,5858646719,126646458|5858646719|0,15.850448420756951,1.2037045525730412,15.850448420756951,length
1205,126647309,25632438,126647309|25632438|0,249.7490067304056,34.71902903730852,249.7490067304056,length
1206,126647309,126646458,126647309|126646458|0,126.14657226034558,9.57974180228339,126.14657226034558,length
1207,128560274,473879871,128560274|473879871|0,61.4150768900689,4.494252206919933,61.4150768900689,length
1208,128560274,5291538825,128560274|5291538825|0,54.47167303186518,3.9861455710017664,54.47167303186518,length
1209,128560275,473874237,128560275|473874237|0,87.53744450707849,12.169077737209008,87.53744450707849,length
1210,128560275,1422610110,128560275|1422610110|0,19.644468894867913,1.4375492493897135,19.644468894867913,length
1211,128560419,4585887657,128560419|4585887657|0,102.40358027253625,7.9491299129337145,102.40358027253625,length
1212,128560419,9119079830,128560419|9119079830|0,98.3939372215566,7.200303116074563,98.3939372215566,length
1213,128560419,11167485449,128560419|11167485449|0,132.6336729894843,9.70590948883558,132.6336729894843,length
1214,128560421,11167485449,128560421|11167485449|0,4.961219398106591,0.3630537053444616,4.961219398106591,length
1215,128560421,435240964,128560421|435240964|0,76.71034554464649,5.825487690343367,76.71034554464649,length
1216,128560421,128560423,128560421|128560423|0,74.82536025147466,5.475594226572526,74.82536025147466,length
1217,128560423,11105950346,128560423|11105950346|0,14.985200277505832,1.0965917951852004,14.985200277505832,length
1218,128560423,297880033,128560423|297880033|0,88.65325596306572,6.8817540068369425,88.65325596306572,length
1219,128560423,128560421,128560423|128560421|0,74.82536025147466,5.475594226572526,74.82536025147466,length
1220,128560426,9560884641,128560426|9560884641|0,0.35678788551416113,0.026109138391937882,0.35678788551416113,length
1221,128560426,128616477,128560426|128616477|0,28.442690242125735,2.0813883147980574,28.442690242125735,length
1222,128560429,128617100,128560429|128617100|0,24.232739239432913,1.7733111692016388,24.232739239432913,length
1223,128560429,11105950339,128560429|11105950339|0,8.739609050182464,0.6395499159222153,8.739609050182464,length
1224,128560437,128566335,128560437|128566335|0,84.22148607891238,6.163186937920052,84.22148607891238,length
1225,128560437,343646688,128560437|343646688|0,131.4984710288247,10.207635580497548,131.4984710288247,length
1226,128560437,128560439,128560437|128560439|0,78.95966402965495,5.77813563529571,78.95966402965495,length
1227,128560439,9865063823,128560439|9865063823|0,72.52778150776577,10.082499166444626,72.52778150776577,length
1228,128560439,4457834696,128560439|4457834696|0,85.31382115240471,6.243122184496823,85.31382115240471,length
1229,128560439,128560437,128560439|128560437|0,78.95966402965493,5.778135635295709,78.95966402965493,length
1230,128560446,474793789,128560446|474793789|0,61.31874098074783,4.487202506830053,61.31874098074783,length
1231,128560446,474794842,128560446|474794842|0,14.525259033070522,1.0629340671885894,14.525259033070522,length
1232,128560448,8091600965,128560448|8091600965|0,52.65732716796137,3.9988688493758238,52.65732716796137,length
1233,128560448,8091600964,128560448|8091600964|0,50.733997219356404,3.7126287308423565,50.733997219356404,length
1234,128560448,2958410861,128560448|2958410861|0,47.990409649066564,3.5118575991099283,47.990409649066564,length
