od_id,route_id,route_rank,generator,stable_share_norm,avg_time_sec,avg_distance_m,route_node_seq,edge_seq
111481288__1842003053,111481288__1842003053__cand_02_corridor,2,corridor,0.0,317.316506,4400.002987,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;3534380508;1416622189;335561787;335560491;10838683816;128676154;4737122477;6806119227;9380255665;3446699979;112675715;90378716;12106031777;4468690315;90378707;2094769995;3446699975;111799455;5284452320;4554424762;7187913791;2572799251;1239645077;1239645082;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|3534380508|0;3534380508|1416622189|0;1416622189|335561787|0;335561787|335560491|0;335560491|10838683816|0;10838683816|128676154|0;128676154|4737122477|0;4737122477|6806119227|0;6806119227|9380255665|0;9380255665|3446699979|0;3446699979|112675715|0;112675715|90378716|0;90378716|12106031777|0;12106031777|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|4554424762|0;4554424762|7187913791|0;7187913791|2572799251|0;2572799251|1239645077|0;1239645077|1239645082|0;1239645082|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_03_corridor,3,corridor,0.0,318.343999,4380.910553,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;128673223;1788786316;1418798470;3391599155;1418798469;335691896;5297703224;506097312;8640058388;479183873;8286473847;9370483531;479183608;311889375;428214905;9370099489;428214906;9370099540;311889445;428216714;311889366;9370041821;428214907;111415446;12400883459;12335999720;12335957160;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|128673223|0;128673223|1788786316|0;1788786316|1418798470|0;1418798470|3391599155|0;3391599155|1418798469|0;1418798469|335691896|0;335691896|5297703224|0;5297703224|506097312|0;506097312|8640058388|0;8640058388|479183873|0;479183873|8286473847|0;8286473847|9370483531|0;9370483531|479183608|0;479183608|311889375|0;311889375|428214905|0;428214905|9370099489|0;9370099489|428214906|0;428214906|9370099540|0;9370099540|311889445|0;311889445|428216714|0;428216714|311889366|0;311889366|9370041821|0;9370041821|428214907|0;428214907|111415446|0;111415446|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_04_corridor,4,corridor,0.0,347.922015,4685.890336,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;25632398;2204100015;2940944679;3092699113;1887601134;25632454;129550851;1110698243;10840292669;452682286;452682289;10840321817;1110698259;1110698273;1788787056;1788787061;1788787039;1788787081;1788787223;2250873416;129953505;129953504;455341194;1417675671;1417675673;129953503;138214591;9545661701;9545661710;90378716;12106031777;4468690315;90378707;2094769995;3446699975;111799455;5284452320;12170698315;12400883457;12400883458;12400883459;12335999720;12335957160;12396326895;1842003053,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|25632398|0;25632398|2204100015|0;2204100015|2940944679|0;2940944679|3092699113|0;3092699113|1887601134|0;1887601134|25632454|0;25632454|129550851|0;129550851|1110698243|0;1110698243|10840292669|0;10840292669|452682286|0;452682286|452682289|0;452682289|10840321817|0;10840321817|1110698259|0;1110698259|1110698273|0;1110698273|1788787056|0;1788787056|1788787061|0;1788787061|1788787039|0;1788787039|1788787081|0;1788787081|1788787223|0;1788787223|2250873416|0;2250873416|129953505|0;129953505|129953504|0;129953504|455341194|0;455341194|1417675671|0;1417675671|1417675673|0;1417675673|129953503|0;129953503|138214591|0;138214591|9545661701|0;9545661701|9545661710|0;9545661710|90378716|0;90378716|12106031777|0;12106031777|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|12170698315|0;12170698315|12400883457|0;12400883457|12400883458|0;12400883458|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_05_penalty,5,penalty,0.0,319.631110,4455.170357,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;128673222;7188159642;128673221;1110673556;1788786433;1788786447;335560491;10838683816;128676154;4737122477;6806119227;9380255665;3446699979;112675715;90378716;12106031777;4468690315;90378707;2094769995;3446699975;111799455;5284452320;4554424762;7187913791;2572799251;1239645077;1239645082;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|128673222|0;128673222|7188159642|0;7188159642|128673221|0;128673221|1110673556|0;1110673556|1788786433|0;1788786433|1788786447|0;1788786447|335560491|0;335560491|10838683816|0;10838683816|128676154|0;128676154|4737122477|0;4737122477|6806119227|0;6806119227|9380255665|0;9380255665|3446699979|0;3446699979|112675715|0;112675715|90378716|0;90378716|12106031777|0;12106031777|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|4554424762|0;4554424762|7187913791|0;7187913791|2572799251|0;2572799251|1239645077|0;1239645077|1239645082|0;1239645082|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_06_penalty,6,penalty,0.0,330.443002,4591.471647,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25632422;2242805402;25632419;452682265;452682249;452682270;452682300;452682286;452682289;10840321817;1110698259;1110698273;1788787056;1788787061;1788787039;1788787081;1788787223;2250873416;129953505;129953504;455341194;1417675671;1417675673;129953503;138214591;9545661701;9545661710;90378716;12106031777;4468690315;90378707;2094769995;3446699975;111799455;5284452320;12170698315;12400883457;12400883458;12400883459;12335999720;12335957160;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25632422|0;25632422|2242805402|0;2242805402|25632419|0;25632419|452682265|0;452682265|452682249|0;452682249|452682270|0;452682270|452682300|0;452682300|452682286|0;452682286|452682289|0;452682289|10840321817|0;10840321817|1110698259|0;1110698259|1110698273|0;1110698273|1788787056|0;1788787056|1788787061|0;1788787061|1788787039|0;1788787039|1788787081|0;1788787081|1788787223|0;1788787223|2250873416|0;2250873416|129953505|0;129953505|129953504|0;129953504|455341194|0;455341194|1417675671|0;1417675671|1417675673|0;1417675673|129953503|0;129953503|138214591|0;138214591|9545661701|0;9545661701|9545661710|0;9545661710|90378716|0;90378716|12106031777|0;12106031777|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|12170698315|0;12170698315|12400883457|0;12400883457|12400883458|0;12400883458|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_07_penalty,7,penalty,0.0,352.536674,4676.643316,111481288;2356350502;129559334;6545541668;3688773918;137868887;10718774501;2356731137;3092601790;129559333;3092601795;2204100011;3992990334;138234852;13510322691;6550884965;25620747;25620743;25620737;1386051849;285944799;2413940893;2414401915;25632230;25632226;25632227;25632361;11425568708;4612022469;5494270820;5494270822;137982073;1417693658;335561055;129953504;475049092;1252543215;137981937;126604789;9545661709;12106031784;4468690315;90378707;2094769995;3446699975;111799455;5284452320;4554424762;7187913791;2572799251;1239645077;1239645082;12396326895;1842003053,111481288|2356350502|0;2356350502|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|2356731137|0;2356731137|3092601790|0;3092601790|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|13510322691|0;13510322691|6550884965|0;6550884965|25620747|0;25620747|25620743|0;25620743|25620737|0;25620737|1386051849|0;1386051849|285944799|0;285944799|2413940893|0;2413940893|2414401915|0;2414401915|25632230|0;25632230|25632226|0;25632226|25632227|0;25632227|25632361|0;25632361|11425568708|0;11425568708|4612022469|0;4612022469|5494270820|0;5494270820|5494270822|0;5494270822|137982073|0;137982073|1417693658|0;1417693658|335561055|0;335561055|129953504|0;129953504|475049092|0;475049092|1252543215|0;1252543215|137981937|0;137981937|126604789|0;126604789|9545661709|0;9545661709|12106031784|0;12106031784|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|4554424762|0;4554424762|7187913791|0;7187913791|2572799251|0;2572799251|1239645077|0;1239645077|1239645082|0;1239645082|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_08_stochastic,8,stochastic,0.0,317.488958,4419.740689,111481288;2080756633;2207418932;2207402779;2262128243;3392710660;286969943;1788784885;2258300905;1827037244;122549700;111467467;478821940;3391598608;478821668;111467271;478632189;1143316313;3375600900;297880608;427067714;285945659;297880620;128674452;1110673556;1788786433;1788786447;335560491;10838683816;128676154;4737122477;6806119227;9380255665;3446699979;112675715;90378716;12106031777;4468690315;90378707;2094769995;3446699975;111799455;5284452320;12170698315;12400883457;12400883458;12400883459;12335999720;12335957160;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|3392710660|0;3392710660|286969943|0;286969943|1788784885|0;1788784885|2258300905|0;2258300905|1827037244|0;1827037244|122549700|0;122549700|111467467|0;111467467|478821940|0;478821940|3391598608|0;3391598608|478821668|0;478821668|111467271|0;111467271|478632189|0;478632189|1143316313|0;1143316313|3375600900|0;3375600900|297880608|0;297880608|427067714|0;427067714|285945659|0;285945659|297880620|0;297880620|128674452|0;128674452|1110673556|0;1110673556|1788786433|0;1788786433|1788786447|0;1788786447|335560491|0;335560491|10838683816|0;10838683816|128676154|0;128676154|4737122477|0;4737122477|6806119227|0;6806119227|9380255665|0;9380255665|3446699979|0;3446699979|112675715|0;112675715|90378716|0;90378716|12106031777|0;12106031777|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|12170698315|0;12170698315|12400883457|0;12400883457|12400883458|0;12400883458|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|1842003053|0
111481288__1842003053,111481288__1842003053__cand_09_stochastic,9,stochastic,0.0,355.243661,4583.428381,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;1684844412;2247371499;1684844430;2247371502;137831894;2247240229;1554886175;137831888;2413467921;343646801;25632230;25632226;25632227;25632361;11425568708;4612022469;5494270820;5494270822;137982073;1417693658;335561055;129953504;475049092;1252543215;137981937;126604789;9545661709;12106031784;4468690315;90378707;2094769995;3446699975;111799455;5284452320;12170698315;12400883457;12400883458;12400883459;12335999720;12335957160;12396326895;1842003053,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|1684844412|0;1684844412|2247371499|0;2247371499|1684844430|0;1684844430|2247371502|0;2247371502|137831894|0;137831894|2247240229|0;2247240229|1554886175|0;1554886175|137831888|0;137831888|2413467921|0;2413467921|343646801|0;343646801|25632230|0;25632230|25632226|0;25632226|25632227|0;25632227|25632361|0;25632361|11425568708|0;11425568708|4612022469|0;4612022469|5494270820|0;5494270820|5494270822|0;5494270822|137982073|0;137982073|1417693658|0;1417693658|335561055|0;335561055|129953504|0;129953504|475049092|0;475049092|1252543215|0;1252543215|137981937|0;137981937|126604789|0;126604789|9545661709|0;9545661709|12106031784|0;12106031784|4468690315|0;4468690315|90378707|0;90378707|2094769995|0;2094769995|3446699975|0;3446699975|111799455|0;111799455|5284452320|0;5284452320|12170698315|0;12170698315|12400883457|0;12400883457|12400883458|0;12400883458|12400883459|0;12400883459|12335999720|0;12335999720|12335957160|0;12335957160|12396326895|0;12396326895|1842003053|0
111481288__2080756633,111481288__2080756633__cand_01_fastest,1,fastest,0.0,5.557364,79.183905,111481288;2080756633,111481288|2080756633|0
111481288__2086439968,111481288__2086439968__cand_01_fastest,1,fastest,0.0,90.701401,1097.031161,111481288;2080756633;2207418932;2207402779;2262128243;111481848;286969936;129558976;475552091;2213321498;475552096;2213447626;129557542;2214758555;2086439968,111481288|2080756633|0;2080756633|2207418932|0;2207418932|2207402779|0;2207402779|2262128243|0;2262128243|111481848|0;111481848|286969936|0;286969936|129558976|0;129558976|475552091|0;475552091|2213321498|0;2213321498|475552096|0;475552096|2213447626|0;2213447626|129557542|0;129557542|2214758555|0;2214758555|2086439968|0
111481288__2204100015,111481288__2204100015__cand_01_fastest,1,fastest,0.0,114.291648,1589.025752,111481288;2080756633;2207418932;111481561;2356350457;129559334;6545541668;3688773918;137868887;10718774501;129559333;3092601795;2204100011;3992990334;138234852;286968787;11514012749;475410511;2352603829;2204099938;25632398;2204100015,111481288|2080756633|0;2080756633|2207418932|0;2207418932|111481561|0;111481561|2356350457|0;2356350457|129559334|0;129559334|6545541668|0;6545541668|3688773918|0;3688773918|137868887|0;137868887|10718774501|0;10718774501|129559333|0;129559333|3092601795|0;3092601795|2204100011|0;2204100011|3992990334|0;3992990334|138234852|0;138234852|286968787|0;286968787|11514012749|0;11514012749|475410511|0;475410511|2352603829|0;2352603829|2204099938|0;2204099938|25632398|0;25632398|2204100015|0
